# three_species_coupling_sweep_v11 — ONE cyclic community, FIVE cyclic-coupling
# strengths (the researcher's own interaction-strength knob; level 3 = their
# baseline run). The environment/noise is the SAME at every level.
# columns: level (1..5, ordered weak->strong coupling), coupling_rel (relative
#          cyclic-interaction strength, normalized to the baseline level 3 = 1.0x),
#          tau (community clock — a lag for the two-point columns, elapsed time for
#          the winding columns), C (normalized rotation-plane autocorr), chi
#          (integrated response), Cxy / Cyx (the two directed cross-correlations
#          between the two community-rotation axes), phiMean / phiVar (mean and
#          variance of the cumulative net turnover angle up to elapsed tau).
# All columns dimensionless (angle in radians). Five operating points (a sweep).
# Each level watched on its OWN clock, so tau ranges differ (slow loops watched longer).
# Generated by the community's own linear NESS propagator + per-level sim — not via conform.
level,coupling_rel,tau,C,chi,Cxy,Cyx,phiMean,phiVar
3,1.0000,12.557893,0.000003,0.401911,-0.000002,0.000002,12.828783,164.500045
3,1.0000,12.861971,0.000002,0.401912,-0.000002,0.000002,13.160763,169.897832
3,1.0000,13.166050,0.000001,0.401912,-0.000002,0.000002,13.493171,172.493696
3,1.0000,13.470128,0.000000,0.401912,-0.000001,0.000001,13.776298,176.041591
3,1.0000,13.774206,-0.000000,0.401912,-0.000001,0.000001,14.037954,180.913375
3,1.0000,14.078284,-0.000000,0.401912,-0.000001,0.000001,14.380015,183.808747
3,1.0000,14.382362,-0.000000,0.401912,-0.000000,0.000000,14.667069,188.666049
3,1.0000,14.686440,-0.000000,0.401912,-0.000000,0.000000,14.972430,194.418631
3,1.0000,14.990518,-0.000000,0.401912,-0.000000,0.000000,15.298698,199.359206
3,1.0000,15.294596,-0.000000,0.401912,0.000000,-0.000000,15.574330,204.192207
3,1.0000,15.598675,-0.000000,0.401912,0.000000,-0.000000,15.807069,206.700359
3,1.0000,15.902753,-0.000000,0.401912,0.000000,-0.000000,16.081317,213.837436
3,1.0000,16.206831,-0.000000,0.401912,0.000000,-0.000000,16.382588,216.805238
3,1.0000,16.510909,-0.000000,0.401912,0.000000,-0.000000,16.667356,219.160152
3,1.0000,16.814987,0.000000,0.401912,0.000000,-0.000000,16.931522,221.347507
3,1.0000,17.119065,0.000000,0.401912,0.000000,-0.000000,17.241061,226.044371
3,1.0000,17.423143,0.000000,0.401912,0.000000,-0.000000,17.508400,230.692767
3,1.0000,17.727221,0.000000,0.401912,0.000000,-0.000000,17.931296,236.726559
3,1.0000,18.031300,0.000000,0.401912,0.000000,-0.000000,18.273798,243.750795
3,1.0000,18.335378,0.000000,0.401912,-0.000000,0.000000,18.631570,247.063503
3,1.0000,18.639456,0.000000,0.401912,-0.000000,0.000000,18.895538,259.340245
3,1.0000,18.943534,0.000000,0.401912,-0.000000,0.000000,19.206372,263.482597
3,1.0000,19.247612,0.000000,0.401912,-0.000000,0.000000,19.545250,267.967905
3,1.0000,19.551690,0.000000,0.401912,-0.000000,0.000000,19.813530,268.856834
3,1.0000,19.855768,-0.000000,0.401912,-0.000000,0.000000,20.129914,270.648911
3,1.0000,20.159846,-0.000000,0.401912,-0.000000,0.000000,20.470528,275.843872
3,1.0000,20.463925,-0.000000,0.401912,-0.000000,0.000000,20.727839,279.816283
3,1.0000,20.768003,-0.000000,0.401912,-0.000000,0.000000,21.008030,283.544410
3,1.0000,21.072081,-0.000000,0.401912,-0.000000,0.000000,21.320852,288.473341
3,1.0000,21.376159,-0.000000,0.401912,0.000000,-0.000000,21.607997,291.399358
3,1.0000,21.680237,-0.000000,0.401912,0.000000,-0.000000,21.962905,293.578331
3,1.0000,21.984315,-0.000000,0.401912,0.000000,-0.000000,22.277974,297.785906
3,1.0000,22.288393,-0.000000,0.401912,0.000000,-0.000000,22.610128,301.218022
3,1.0000,22.592471,-0.000000,0.401912,0.000000,-0.000000,22.894583,304.419357
3,1.0000,22.896550,0.000000,0.401912,0.000000,-0.000000,23.261595,307.609559
3,1.0000,23.200628,0.000000,0.401912,0.000000,-0.000000,23.548038,311.987733
3,1.0000,23.504706,0.000000,0.401912,0.000000,-0.000000,23.821189,313.578185
3,1.0000,23.808784,0.000000,0.401912,0.000000,-0.000000,24.140254,320.909831
3,1.0000,24.112862,0.000000,0.401912,0.000000,-0.000000,24.471049,325.494326
3,1.0000,24.416940,0.000000,0.401912,-0.000000,0.000000,24.873302,331.289224
3,1.0000,24.721018,0.000000,0.401912,-0.000000,0.000000,25.196444,334.850046
3,1.0000,25.025097,0.000000,0.401912,-0.000000,0.000000,25.507408,340.844174
3,1.0000,25.329175,0.000000,0.401912,-0.000000,0.000000,25.883126,346.708397
3,1.0000,25.633253,0.000000,0.401912,-0.000000,0.000000,26.281801,348.607337
3,1.0000,25.937331,-0.000000,0.401912,-0.000000,0.000000,26.621155,353.640380
3,1.0000,26.241409,-0.000000,0.401912,-0.000000,0.000000,26.910195,357.387317
3,1.0000,26.545487,-0.000000,0.401912,-0.000000,0.000000,27.103273,368.346945
3,1.0000,26.849565,-0.000000,0.401912,-0.000000,0.000000,27.437205,375.249058
3,1.0000,27.153643,-0.000000,0.401912,-0.000000,0.000000,27.701408,380.103311
3,1.0000,27.457722,-0.000000,0.401912,0.000000,-0.000000,28.120155,381.583735
3,1.0000,27.761800,-0.000000,0.401912,0.000000,-0.000000,28.522465,386.865503
3,1.0000,28.065878,-0.000000,0.401912,0.000000,-0.000000,28.894572,389.828102
3,1.0000,28.369956,-0.000000,0.401912,0.000000,-0.000000,29.227838,394.639173
3,1.0000,28.674034,-0.000000,0.401912,0.000000,-0.000000,29.491062,396.495292
3,1.0000,28.978112,0.000000,0.401912,0.000000,-0.000000,29.876281,401.602385
3,1.0000,29.282190,0.000000,0.401912,0.000000,-0.000000,30.168267,405.605569
3,1.0000,29.586268,0.000000,0.401912,0.000000,-0.000000,30.566451,408.211019
3,1.0000,29.890347,0.000000,0.401912,0.000000,-0.000000,30.974996,409.009439
3,1.0000,30.194425,0.000000,0.401912,0.000000,-0.000000,31.327081,411.314562
3,1.0000,30.498503,0.000000,0.401912,-0.000000,0.000000,31.607898,419.212478
3,1.0000,30.802581,0.000000,0.401912,-0.000000,0.000000,31.916982,424.209494
3,1.0000,31.106659,0.000000,0.401912,-0.000000,0.000000,32.199414,424.065620
3,1.0000,31.410737,0.000000,0.401912,-0.000000,0.000000,32.525004,428.952782
3,1.0000,31.714815,0.000000,0.401912,-0.000000,0.000000,32.810677,431.568132
3,1.0000,32.018893,-0.000000,0.401912,-0.000000,0.000000,33.140612,434.152345
3,1.0000,32.322972,-0.000000,0.401912,-0.000000,0.000000,33.493742,436.263389
3,1.0000,32.627050,-0.000000,0.401912,-0.000000,0.000000,33.807091,440.936024
3,1.0000,32.931128,-0.000000,0.401912,-0.000000,0.000000,34.127753,446.913192
3,1.0000,33.235206,-0.000000,0.401912,-0.000000,0.000000,34.457577,451.371359
3,1.0000,33.539284,-0.000000,0.401912,0.000000,-0.000000,34.770394,457.047767
3,1.0000,33.843362,-0.000000,0.401912,0.000000,-0.000000,35.156976,466.563038
3,1.0000,34.147440,-0.000000,0.401912,0.000000,-0.000000,35.544600,469.515925
3,1.0000,34.451519,-0.000000,0.401912,0.000000,-0.000000,35.922868,471.250471
3,1.0000,34.755597,-0.000000,0.401912,0.000000,-0.000000,36.211210,477.162101
3,1.0000,35.059675,0.000000,0.401912,0.000000,-0.000000,36.494634,483.998942
3,1.0000,35.363753,0.000000,0.401912,0.000000,-0.000000,36.771735,488.212756
3,1.0000,35.667831,0.000000,0.401912,0.000000,-0.000000,37.092883,489.112816
3,1.0000,35.971909,0.000000,0.401912,0.000000,-0.000000,37.309153,530.970078
3,1.0000,36.275987,0.000000,0.401912,-0.000000,0.000000,37.595008,533.149427
4,2.0000,0.045345,0.951426,0.000000,-0.089936,0.089936,0.100358,1.973076
4,2.0000,0.197384,0.752758,0.129551,-0.327401,0.327401,0.368627,3.475887
4,2.0000,0.349423,0.527172,0.226851,-0.468239,0.468239,0.683736,5.142820
4,2.0000,0.501462,0.305403,0.290143,-0.523005,0.523005,1.047155,6.872431
4,2.0000,0.653501,0.109727,0.321701,-0.508518,0.508518,1.361953,8.908221
4,2.0000,0.805540,-0.046161,0.326533,-0.444456,0.444456,1.664312,10.883211
4,2.0000,0.957579,-0.156330,0.311140,-0.350542,0.350542,2.021041,12.283802
4,2.0000,1.109618,-0.221205,0.282440,-0.244459,0.244459,2.342943,13.967913
4,2.0000,1.261657,-0.245853,0.246935,-0.140533,0.140533,2.656742,14.944344
4,2.0000,1.413697,-0.238234,0.210134,-0.049106,0.049106,2.962922,16.597472
4,2.0000,1.565736,-0.207608,0.176242,0.023503,-0.023503,3.313492,17.985657
4,2.0000,1.717775,-0.163222,0.148051,0.074607,-0.074607,3.598406,19.072464
4,2.0000,1.869814,-0.113342,0.127027,0.104482,-0.104482,3.849116,23.278769
4,2.0000,2.021853,-0.064645,0.113497,0.115557,-0.115557,4.181223,26.764735
4,2.0000,2.173892,-0.021931,0.106915,0.111600,-0.111600,4.523695,27.959729
4,2.0000,2.325931,0.011886,0.106152,0.096967,-0.096967,4.872183,31.273512
4,2.0000,2.477970,0.035588,0.109760,0.075993,-0.075993,5.195275,34.499178
4,2.0000,2.630009,0.049341,0.116217,0.052542,-0.052542,5.499529,35.729158
4,2.0000,2.782048,0.054309,0.124096,0.029726,-0.029726,5.783629,36.707580
4,2.0000,2.934087,0.052274,0.132198,0.009772,-0.009772,6.127913,37.795997
4,2.0000,3.086126,0.045286,0.139615,-0.005976,0.005976,6.456895,39.513585
4,2.0000,3.238165,0.035377,0.145747,-0.016968,0.016968,6.804272,41.217505
4,2.0000,3.390204,0.024353,0.150288,-0.023296,0.023296,7.133535,42.698814
4,2.0000,3.542243,0.013664,0.153178,-0.025521,0.025521,7.448578,44.061389
4,2.0000,3.694283,0.004343,0.154546,-0.024483,0.024483,7.759001,46.227402
4,2.0000,3.846322,-0.002990,0.154649,-0.021148,0.021148,8.130622,48.735331
4,2.0000,3.998361,-0.008086,0.153807,-0.016467,0.016467,8.414125,49.630001
4,2.0000,4.150400,-0.010998,0.152357,-0.011286,0.011286,8.745638,51.594968
4,2.0000,4.302439,-0.011991,0.150609,-0.006278,0.006278,8.900441,100.194816
4,2.0000,4.454478,-0.011466,0.148826,-0.001925,0.001925,9.237699,101.619551
4,2.0000,4.606517,-0.009875,0.147203,0.001489,-0.001489,9.566780,102.871607
4,2.0000,4.758556,-0.007665,0.145870,0.003852,-0.003852,9.915554,104.880551
4,2.0000,4.910595,-0.005229,0.144890,0.005191,-0.005191,10.220429,106.386426
4,2.0000,5.062634,-0.002884,0.144273,0.005634,-0.005634,10.555711,109.127876
4,2.0000,5.214673,-0.000850,0.143989,0.005369,-0.005369,10.829732,110.218240
4,2.0000,5.366712,0.000739,0.143981,0.004611,-0.004611,11.145175,111.377357
4,2.0000,5.518751,0.001834,0.144176,0.003567,-0.003567,11.382903,126.081674
4,2.0000,5.670790,0.002450,0.144502,0.002423,-0.002423,11.666950,128.383889
4,2.0000,5.822829,0.002647,0.144889,0.001324,-0.001324,11.995930,130.267277
4,2.0000,5.974868,0.002514,0.145282,0.000374,-0.000374,12.308917,131.949544
4,2.0000,6.126908,0.002153,0.145637,-0.000365,0.000365,12.683682,133.718776
4,2.0000,6.278947,0.001660,0.145926,-0.000873,0.000873,13.020506,134.183246
4,2.0000,6.430986,0.001122,0.146138,-0.001156,0.001156,13.311850,136.031170
4,2.0000,6.583025,0.000608,0.146269,-0.001243,0.001243,13.618863,136.932118
4,2.0000,6.735064,0.000164,0.146328,-0.001177,0.001177,13.934821,137.341027
4,2.0000,6.887103,-0.000180,0.146327,-0.001005,0.001005,14.226374,140.101679
4,2.0000,7.039142,-0.000415,0.146282,-0.000772,0.000772,14.480866,141.813938
4,2.0000,7.191181,-0.000545,0.146208,-0.000520,0.000520,14.854081,142.484953
4,2.0000,7.343220,-0.000584,0.146123,-0.000279,0.000279,15.206017,142.549086
4,2.0000,7.495259,-0.000551,0.146036,-0.000072,0.000072,15.543165,144.535659
4,2.0000,7.647298,-0.000469,0.145959,0.000089,-0.000089,15.812212,145.784898
4,2.0000,7.799337,-0.000359,0.145896,0.000198,-0.000198,16.122971,147.601059
4,2.0000,7.951376,-0.000241,0.145850,0.000257,-0.000257,16.479135,149.680265
4,2.0000,8.103415,-0.000128,0.145822,0.000274,-0.000274,16.811621,150.657135
4,2.0000,8.255454,-0.000031,0.145810,0.000258,-0.000258,17.176462,151.852079
4,2.0000,8.407494,0.000043,0.145811,0.000219,-0.000219,17.535985,152.823646
4,2.0000,8.559533,0.000094,0.145822,0.000167,-0.000167,17.854175,154.467743
4,2.0000,8.711572,0.000121,0.145838,0.000111,-0.000111,18.110077,155.888681
4,2.0000,8.863611,0.000129,0.145857,0.000059,-0.000059,18.470311,157.068638
4,2.0000,9.015650,0.000121,0.145876,0.000013,-0.000013,18.821757,158.841155
4,2.0000,9.167689,0.000102,0.145893,-0.000021,0.000021,19.160909,160.857702
4,2.0000,9.319728,0.000078,0.145906,-0.000045,0.000045,19.482655,162.703054
4,2.0000,9.471767,0.000052,0.145916,-0.000057,0.000057,19.824175,163.304664
4,2.0000,9.623806,0.000027,0.145922,-0.000060,0.000060,20.087623,167.164790
4,2.0000,9.775845,0.000006,0.145925,-0.000057,0.000057,20.378985,168.765715
4,2.0000,9.927884,-0.000010,0.145924,-0.000048,0.000048,20.696867,171.697485
4,2.0000,10.079923,-0.000021,0.145922,-0.000036,0.000036,21.065211,173.565907
4,2.0000,10.231962,-0.000027,0.145918,-0.000024,0.000024,21.382305,174.581702
4,2.0000,10.384001,-0.000028,0.145914,-0.000012,0.000012,21.692640,175.992353
4,2.0000,10.536040,-0.000026,0.145910,-0.000002,0.000002,22.036620,177.026080
4,2.0000,10.688079,-0.000022,0.145906,0.000005,-0.000005,22.314624,177.865919
4,2.0000,10.840119,-0.000017,0.145903,0.000010,-0.000010,22.612631,179.855552
4,2.0000,10.992158,-0.000011,0.145901,0.000013,-0.000013,22.991982,182.387868
4,2.0000,11.144197,-0.000006,0.145900,0.000013,-0.000013,23.367647,184.395969
4,2.0000,11.296236,-0.000001,0.145899,0.000012,-0.000012,23.701621,186.165042
4,2.0000,11.448275,0.000002,0.145900,0.000010,-0.000010,24.005914,188.214500
4,2.0000,11.600314,0.000005,0.145900,0.000008,-0.000008,24.347699,189.602836
4,2.0000,11.752353,0.000006,0.145901,0.000005,-0.000005,24.713800,191.486772
4,2.0000,11.904392,0.000006,0.145902,0.000003,-0.000003,25.035836,193.451130
4,2.0000,12.056431,0.000006,0.145903,0.000000,-0.000000,25.273678,196.081943
4,2.0000,12.208470,0.000005,0.145904,-0.000001,0.000001,25.505795,211.387312
4,2.0000,12.360509,0.000004,0.145904,-0.000002,0.000002,25.853776,215.038521
4,2.0000,12.512548,0.000002,0.145905,-0.000003,0.000003,26.161197,215.363955
4,2.0000,12.664587,0.000001,0.145905,-0.000003,0.000003,26.475293,216.938599
4,2.0000,12.816626,0.000000,0.145905,-0.000003,0.000003,26.717515,223.944802
4,2.0000,12.968665,-0.000001,0.145905,-0.000002,0.000002,27.021886,226.445333
4,2.0000,13.120705,-0.000001,0.145905,-0.000002,0.000002,27.299756,228.494312
4,2.0000,13.272744,-0.000001,0.145905,-0.000001,0.000001,27.644771,231.143720
4,2.0000,13.424783,-0.000001,0.145904,-0.000001,0.000001,27.975220,234.391411
4,2.0000,13.576822,-0.000001,0.145904,-0.000000,0.000000,28.298366,236.189064
4,2.0000,13.728861,-0.000001,0.145904,0.000000,-0.000000,28.654989,239.131324
4,2.0000,13.880900,-0.000001,0.145904,0.000001,-0.000001,28.971496,240.882981
4,2.0000,14.032939,-0.000001,0.145904,0.000001,-0.000001,29.287525,242.134969
4,2.0000,14.184978,-0.000000,0.145904,0.000001,-0.000001,29.575669,245.992703
4,2.0000,14.337017,-0.000000,0.145904,0.000001,-0.000001,29.858552,248.870327
4,2.0000,14.489056,0.000000,0.145904,0.000000,-0.000000,30.135150,250.393871
4,2.0000,14.641095,0.000000,0.145904,0.000000,-0.000000,30.449910,251.902219
4,2.0000,14.793134,0.000000,0.145904,0.000000,-0.000000,30.765982,252.892356
4,2.0000,14.945173,0.000000,0.145904,0.000000,-0.000000,31.137130,256.411581
4,2.0000,15.097212,0.000000,0.145904,0.000000,-0.000000,31.440039,256.610864
4,2.0000,15.249251,0.000000,0.145904,-0.000000,0.000000,31.704742,258.384177
4,2.0000,15.401290,0.000000,0.145904,-0.000000,0.000000,32.052916,259.205697
4,2.0000,15.553330,0.000000,0.145904,-0.000000,0.000000,32.362474,260.095254
4,2.0000,15.705369,0.000000,0.145904,-0.000000,0.000000,32.671780,264.136644
4,2.0000,15.857408,0.000000,0.145904,-0.000000,0.000000,32.964082,265.447386
4,2.0000,16.009447,-0.000000,0.145904,-0.000000,0.000000,33.303455,266.514140
4,2.0000,16.161486,-0.000000,0.145904,-0.000000,0.000000,33.640875,266.542251
4,2.0000,16.313525,-0.000000,0.145904,-0.000000,0.000000,33.906389,269.388946
4,2.0000,16.465564,-0.000000,0.145904,-0.000000,0.000000,34.213296,272.880209
4,2.0000,16.617603,-0.000000,0.145904,-0.000000,0.000000,34.573253,274.509661
4,2.0000,16.769642,-0.000000,0.145904,0.000000,-0.000000,34.916608,276.431358
4,2.0000,16.921681,-0.000000,0.145904,0.000000,-0.000000,35.237398,278.672039
4,2.0000,17.073720,-0.000000,0.145904,0.000000,-0.000000,35.496988,282.282967
4,2.0000,17.225759,-0.000000,0.145904,0.000000,-0.000000,35.837514,284.905042
4,2.0000,17.377798,-0.000000,0.145904,0.000000,-0.000000,36.176575,286.596190
4,2.0000,17.529837,0.000000,0.145904,0.000000,-0.000000,36.475651,289.153100
4,2.0000,17.681876,0.000000,0.145904,0.000000,-0.000000,36.772107,289.900984
4,2.0000,17.833916,0.000000,0.145904,0.000000,-0.000000,37.075477,290.751762
4,2.0000,17.985955,0.000000,0.145904,0.000000,-0.000000,37.431605,292.070295
4,2.0000,18.137994,0.000000,0.145904,0.000000,-0.000000,37.739075,294.708930
5,4.0000,0.022672,0.973244,0.000000,-0.091999,0.091999,0.079895,0.320028
5,4.0000,0.098692,0.830839,0.068573,-0.361361,0.361361,0.393366,0.827673
5,4.0000,0.174712,0.627811,0.124016,-0.557627,0.557627,0.696499,1.171691
5,4.0000,0.250731,0.392432,0.162795,-0.672043,0.672043,1.021566,1.834937
5,4.0000,0.326751,0.152131,0.183494,-0.705037,0.705037,1.365530,2.441987
5,4.0000,0.402770,-0.069055,0.186651,-0.664889,0.664889,1.687965,3.397852
5,4.0000,0.478790,-0.252335,0.174435,-0.565816,0.565816,2.007037,4.002753
5,4.0000,0.554809,-0.385253,0.150201,-0.425752,0.425752,2.311639,4.646250
5,4.0000,0.630829,-0.461999,0.117997,-0.264086,0.264086,2.621724,5.069793
5,4.0000,0.706848,-0.483041,0.082076,-0.099568,0.099568,2.975206,5.460032
5,4.0000,0.782868,-0.454192,0.046452,0.051418,-0.051418,3.278133,6.437258
5,4.0000,0.858887,-0.385291,0.014544,0.176113,-0.176113,3.627610,7.406918
5,4.0000,0.934907,-0.288681,-0.011074,0.266113,-0.266113,3.914912,7.864673
5,4.0000,1.010926,-0.177654,-0.028799,0.317567,-0.317567,4.261796,8.687693
5,4.0000,1.086946,-0.065029,-0.038023,0.330916,-0.330916,4.612320,9.488570
5,4.0000,1.162965,0.038028,-0.039050,0.310236,-0.310236,4.924776,9.937157
5,4.0000,1.238985,0.122854,-0.032935,0.262336,-0.262336,5.275486,10.648846
5,4.0000,1.315005,0.183782,-0.021279,0.195708,-0.195708,5.608087,11.548292
5,4.0000,1.391024,0.218264,-0.005998,0.119467,-0.119467,5.897806,12.103110
5,4.0000,1.467044,0.226680,0.010915,0.042374,-0.042374,6.238677,12.749265
5,4.0000,1.543063,0.211888,0.027584,-0.027962,0.027962,6.519582,13.414013
5,4.0000,1.619083,0.178600,0.042427,-0.085661,0.085661,6.933211,14.599039
5,4.0000,1.695102,0.132658,0.054258,-0.126901,0.126901,7.272893,15.126580
5,4.0000,1.771122,0.080308,0.062352,-0.149996,0.149996,7.574539,15.670431
5,4.0000,1.847141,0.027542,0.066452,-0.155263,0.155263,7.919738,16.200732
5,4.0000,1.923161,-0.020458,0.066721,-0.144705,0.144705,8.196664,16.942641
5,4.0000,1.999180,-0.059700,0.063674,-0.121579,0.121579,8.543025,17.662382
5,4.0000,2.075200,-0.087608,0.058075,-0.089905,0.089905,8.892116,18.067651
5,4.0000,2.151219,-0.103070,0.050827,-0.053964,0.053964,9.198013,19.230954
5,4.0000,2.227239,-0.106338,0.042868,-0.017851,0.017851,9.528611,20.216515
5,4.0000,2.303258,-0.098815,0.035070,0.014903,-0.014903,9.832231,20.865188
5,4.0000,2.379278,-0.082755,0.028169,0.041589,-0.041589,10.128087,21.887058
5,4.0000,2.455298,-0.060920,0.022708,0.060472,-0.060472,10.442041,28.386044
5,4.0000,2.531317,-0.036248,0.019014,0.070816,-0.070816,10.714827,29.425296
5,4.0000,2.607337,-0.011534,0.017198,0.072823,-0.072823,11.033852,30.051637
5,4.0000,2.683356,0.010814,0.017171,0.067472,-0.067472,11.326491,30.377366
5,4.0000,2.759376,0.028960,0.018682,0.056322,-0.056322,11.676891,31.030893
5,4.0000,2.835395,0.041733,0.021370,0.041273,-0.041273,11.984707,31.647459
5,4.0000,2.911415,0.048651,0.024805,0.024338,-0.024338,12.270307,32.179832
5,4.0000,2.987434,0.049867,0.028550,0.007426,-0.007426,12.564685,32.928526
5,4.0000,3.063454,0.046067,0.032196,-0.007821,0.007821,12.871354,33.607688
5,4.0000,3.139473,0.038328,0.035404,-0.020158,0.020158,13.213454,34.036759
5,4.0000,3.215493,0.027957,0.037923,-0.028797,0.028797,13.565618,41.505933
5,4.0000,3.291512,0.016334,0.039607,-0.033420,0.033420,13.848116,42.113328
5,4.0000,3.367532,0.004763,0.040409,-0.034144,0.034144,14.185020,42.548507
5,4.0000,3.443551,-0.005639,0.040375,-0.031450,0.031450,14.452304,43.770990
5,4.0000,3.519571,-0.014025,0.039628,-0.026080,0.026080,14.680693,69.880603
5,4.0000,3.595591,-0.019867,0.038340,-0.018934,0.018934,14.981401,70.313534
5,4.0000,3.671610,-0.022954,0.036712,-0.010957,0.010957,15.278190,71.832036
5,4.0000,3.747630,-0.023377,0.034951,-0.003041,0.003041,15.599695,72.258961
5,4.0000,3.823649,-0.021468,0.033247,0.004054,-0.004054,15.896130,73.760642
5,4.0000,3.899669,-0.017744,0.031756,0.009755,-0.009755,16.282523,76.860379
5,4.0000,3.975688,-0.012821,0.030594,0.013704,-0.013704,16.596440,80.201724
5,4.0000,4.051708,-0.007347,0.029828,0.015765,-0.015765,16.886450,81.085112
5,4.0000,4.127727,-0.001932,0.029475,0.016003,-0.016003,17.245044,81.605965
5,4.0000,4.203747,0.002908,0.029512,0.014654,-0.014654,17.552496,81.771167
5,4.0000,4.279766,0.006782,0.029881,0.012071,-0.012071,17.895804,82.176996
5,4.0000,4.355786,0.009451,0.030498,0.008680,-0.008680,18.218379,82.968165
5,4.0000,4.431805,0.010826,0.031268,0.004924,-0.004924,18.525972,83.722415
5,4.0000,4.507825,0.010955,0.032096,0.001220,-0.001220,18.877306,84.389338
5,4.0000,4.583844,0.010001,0.032893,-0.002081,0.002081,19.197205,84.873143
5,4.0000,4.659864,0.008211,0.033585,-0.004714,0.004714,19.519927,86.071035
5,4.0000,4.735883,0.005875,0.034120,-0.006517,0.006517,19.809740,87.857530
5,4.0000,4.811903,0.003299,0.034469,-0.007433,0.007433,20.104979,89.706623
5,4.0000,4.887923,0.000765,0.034623,-0.007498,0.007498,20.408951,90.119970
5,4.0000,4.963942,-0.001486,0.034596,-0.006825,0.006825,20.751821,95.112783
5,4.0000,5.039962,-0.003275,0.034415,-0.005585,0.005585,21.097418,95.640455
5,4.0000,5.115981,-0.004493,0.034120,-0.003976,0.003976,21.392908,96.137957
5,4.0000,5.192001,-0.005104,0.033755,-0.002208,0.002208,21.736101,99.522621
5,4.0000,5.268020,-0.005132,0.033366,-0.000476,0.000476,22.067168,100.161043
5,4.0000,5.344040,-0.004658,0.032994,0.001059,-0.001059,22.378851,101.099129
5,4.0000,5.420059,-0.003798,0.032673,0.002275,-0.002275,22.744797,101.592823
5,4.0000,5.496079,-0.002690,0.032426,0.003098,-0.003098,23.072790,102.813056
5,4.0000,5.572098,-0.001478,0.032267,0.003504,-0.003504,23.340118,103.740896
5,4.0000,5.648118,-0.000293,0.032200,0.003512,-0.003512,23.665763,105.255269
5,4.0000,5.724137,0.000754,0.032218,0.003178,-0.003178,23.967060,106.113184
5,4.0000,5.800157,0.001579,0.032306,0.002582,-0.002582,24.275643,107.280649
5,4.0000,5.876176,0.002135,0.032448,0.001820,-0.001820,24.625719,108.072511
5,4.0000,5.952196,0.002405,0.032620,0.000988,-0.000988,24.929650,108.577005
5,4.0000,6.028216,0.002403,0.032803,0.000178,-0.000178,25.249085,108.689391
5,4.0000,6.104235,0.002168,0.032977,-0.000535,0.000535,25.554901,109.402490
5,4.0000,6.180255,0.001756,0.033126,-0.001096,0.001096,25.854654,110.516647
5,4.0000,6.256274,0.001231,0.033239,-0.001471,0.001471,26.196602,112.221434
5,4.0000,6.332294,0.000661,0.033311,-0.001651,0.001651,26.463199,112.472831
5,4.0000,6.408313,0.000107,0.033340,-0.001644,0.001644,26.779603,113.211877
5,4.0000,6.484333,-0.000380,0.033330,-0.001479,0.001479,27.065894,113.684986
5,4.0000,6.560352,-0.000761,0.033287,-0.001194,0.001194,27.437684,114.691117
5,4.0000,6.636372,-0.001014,0.033219,-0.000832,0.000832,27.762435,116.977258
5,4.0000,6.712391,-0.001133,0.033138,-0.000441,0.000441,28.069111,117.485260
5,4.0000,6.788411,-0.001125,0.033052,-0.000062,0.000062,28.348909,118.543764
5,4.0000,6.864430,-0.001009,0.032971,0.000269,-0.000269,28.642988,119.656835
5,4.0000,6.940450,-0.000811,0.032901,0.000528,-0.000528,28.954737,120.443824
5,4.0000,7.016469,-0.000563,0.032849,0.000698,-0.000698,29.315322,121.607943
5,4.0000,7.092489,-0.000295,0.032817,0.000777,-0.000777,29.608555,122.362458
5,4.0000,7.168509,-0.000036,0.032804,0.000770,-0.000770,29.967892,123.569695
5,4.0000,7.244528,0.000190,0.032810,0.000688,-0.000688,30.251911,124.925228
5,4.0000,7.320548,0.000366,0.032831,0.000551,-0.000551,30.555343,127.153593
5,4.0000,7.396567,0.000481,0.032863,0.000380,-0.000380,30.879517,127.717900
5,4.0000,7.472587,0.000533,0.032902,0.000197,-0.000197,31.176012,128.533941
5,4.0000,7.548606,0.000526,0.032942,0.000019,-0.000019,31.497151,130.785479
5,4.0000,7.624626,0.000469,0.032980,-0.000134,0.000134,31.809000,130.848167
5,4.0000,7.700645,0.000375,0.033012,-0.000254,0.000254,32.113656,131.959961
5,4.0000,7.776665,0.000257,0.033036,-0.000331,0.000331,32.445707,132.747201
5,4.0000,7.852684,0.000131,0.033051,-0.000366,0.000366,32.733711,132.890888
5,4.0000,7.928704,0.000010,0.033056,-0.000360,0.000360,33.053050,133.296501
5,4.0000,8.004723,-0.000095,0.033053,-0.000320,0.000320,33.356048,134.145489
5,4.0000,8.080743,-0.000176,0.033043,-0.000255,0.000255,33.676137,134.745351
5,4.0000,8.156762,-0.000228,0.033027,-0.000174,0.000174,33.966803,135.207918
5,4.0000,8.232782,-0.000251,0.033009,-0.000087,0.000087,34.235280,135.620261
5,4.0000,8.308801,-0.000246,0.032990,-0.000005,0.000005,34.561790,137.182955
5,4.0000,8.384821,-0.000218,0.032973,0.000067,-0.000067,34.856970,136.981511
5,4.0000,8.460841,-0.000173,0.032958,0.000122,-0.000122,35.173737,138.243367
5,4.0000,8.536860,-0.000117,0.032947,0.000157,-0.000157,35.477470,139.872587
