# observation_window_sweep_v13 -- BLIND artifact (provenance below stripped by pose.py).
# ONE fluctuating signal, measured at FIVE observation-window lengths (level 0 shortest
# watching -> level 4 longest). tau is the signal's own clock (a lag). Columns: level,
# window_rel (relative observation-window length, normalized to the shortest run = 1.0x),
# tau, C (autocorrelation), chi (integrated step-response). No times, no model parameters.
# Sampling is fixed-fine; only the observation DURATION (max lag) differs across levels.
level,window_rel,tau,C,chi
13,47.5794,93.9006,0.54622394,0.45377606
13,47.5794,115.772,0.53440682,0.46559318
13,47.5794,142.738,0.52018854,0.47981146
14,64.04,0,1,0
14,64.04,0.05,0.98046177,0.019538229
14,64.04,0.06213,0.97586699,0.024133009
14,64.04,0.0772028,0.9702345,0.029765496
14,64.04,0.0959323,0.96335264,0.036647357
14,64.04,0.119206,0.9549786,0.045021401
14,64.04,0.148125,0.94484047,0.055159531
14,64.04,0.18406,0.93264386,0.067356143
14,64.04,0.228713,0.91808539,0.081914605
14,64.04,0.284199,0.90087611,0.099123888
14,64.04,0.353146,0.88077786,0.11922214
14,64.04,0.43882,0.85765546,0.14234454
14,64.04,0.545278,0.8315451,0.1684549
14,64.04,0.677563,0.80273479,0.19726521
14,64.04,0.841941,0.77184445,0.22815555
14,64.04,1.0462,0.73988115,0.26011885
14,64.04,1.3,0.70823274,0.29176726
14,64.04,1.61539,0.67855707,0.32144293
14,64.04,2.00728,0.65253825,0.34746175
14,64.04,2.49425,0.63152869,0.36847131
14,64.04,3.09936,0.61617456,0.38382544
14,64.04,3.85126,0.60619484,0.39380516
14,64.04,4.78558,0.60047522,0.39952478
14,64.04,5.94657,0.59748857,0.40251143
14,64.04,7.38921,0.59582997,0.40417003
14,64.04,9.18184,0.59455727,0.40544273
14,64.04,11.4094,0.59319772,0.40680228
14,64.04,14.1773,0.59155392,0.40844608
14,64.04,17.6167,0.58952255,0.41047745
14,64.04,21.8905,0.5870084,0.4129916
14,64.04,27.2012,0.58389926,0.41610074
14,64.04,33.8002,0.58005877,0.41994123
14,64.04,42.0002,0.57532176,0.42467824
14,64.04,52.1895,0.5694894,0.4305106
14,64.04,64.8507,0.56232443,0.43767557
14,64.04,80.5835,0.55354671,0.44645329
14,64.04,100.133,0.54283016,0.45716984
14,64.04,124.426,0.5298024,0.4701976
14,64.04,154.611,0.51404888,0.48595112
14,64.04,192.12,0.49512464,0.50487536
15,86.1954,0,1,0
15,86.1954,0.05,0.98046177,0.019538229
15,86.1954,0.0626177,0.97568342,0.024316576
15,86.1954,0.0784196,0.96978352,0.030216484
15,86.1954,0.0982091,0.96252482,0.037475185
15,86.1954,0.122993,0.95363429,0.046365707
15,86.1954,0.15403,0.942806,0.057193998
15,86.1954,0.192901,0.92970986,0.070290137
15,86.1954,0.24158,0.91400951,0.085990491
15,86.1954,0.302544,0.89539302,0.10460698
15,86.1954,0.378892,0.87362059,0.12637941
15,86.1954,0.474507,0.84859211,0.15140789
15,86.1954,0.594251,0.82043398,0.17956602
15,86.1954,0.744212,0.78959698,0.21040302
15,86.1954,0.932018,0.75694443,0.24305557
15,86.1954,1.16722,0.72379292,0.27620708
15,86.1954,1.46177,0.69185395,0.30814605
15,86.1954,1.83065,0.6630262,0.3369738
15,86.1954,2.29263,0.63902638,0.36097362
15,86.1954,2.87118,0.6209326,0.3790674
15,86.1954,3.59573,0.60882265,0.39117735
15,86.1954,4.50313,0.60173389,0.39826611
15,86.1954,5.63952,0.59804764,0.40195236
15,86.1954,7.06268,0.59611992,0.40388008
15,86.1954,8.84497,0.59477406,0.40522594
15,86.1954,11.077,0.59339664,0.40660336
15,86.1954,13.8724,0.59173442,0.40826558
15,86.1954,17.3731,0.58966615,0.41033385
15,86.1954,21.7573,0.5870866,0.4129134
15,86.1954,27.2479,0.583872,0.416128
15,86.1954,34.124,0.57987099,0.42012901
15,86.1954,42.7353,0.57489896,0.42510104
15,86.1954,53.5198,0.56873231,0.43126769
15,86.1954,67.0258,0.56110267,0.43889733
15,86.1954,83.94,0.55169186,0.44830814
15,86.1954,105.123,0.54012848,0.45987152
15,86.1954,131.651,0.52598826,0.47401174
15,86.1954,164.873,0.50880062,0.49119938
15,86.1954,206.48,0.48806554,0.51193446
15,86.1954,258.586,0.46328554,0.53671446
16,116.016,0,1,0
16,116.016,0.05,0.98046177,0.019538229
16,116.016,0.0631092,0.97549851,0.024501494
16,116.016,0.0796555,0.96932598,0.030674018
16,116.016,0.10054,0.96167929,0.038320712
16,116.016,0.1269,0.9522526,0.047747403
16,116.016,0.160171,0.94070311,0.059296892
16,116.016,0.202165,0.92666261,0.07333739
16,116.016,0.25517,0.9097608,0.090239204
16,116.016,0.322072,0.88966527,0.11033473
16,116.016,0.406514,0.86614327,0.13385673
16,116.016,0.513096,0.83914805,0.16085195
16,116.016,0.647621,0.80892718,0.19107282
16,116.016,0.817417,0.77613797,0.22386203
16,116.016,1.03173,0.741937,0.258063
16,116.016,1.30224,0.70798845,0.29201155
16,116.016,1.64366,0.67632304,0.32367696
16,116.016,2.0746,0.64899899,0.35100101
16,116.016,2.61853,0.62759483,0.37240517
16,116.016,3.30507,0.61269886,0.38730114
16,116.016,4.17161,0.60367321,0.39632679
16,116.016,5.26534,0.59891615,0.40108385
16,116.016,6.64583,0.59654549,0.40345451
16,116.016,8.38827,0.5950791,0.4049209
16,116.016,10.5875,0.59369108,0.40630892
16,116.016,13.3634,0.59203591,0.40796409
16,116.016,16.8671,0.58996463,0.41003537
16,116.016,21.2894,0.58736137,0.41263863
16,116.016,26.8712,0.584092,0.415908
16,116.016,33.9164,0.57999142,0.42000858
16,116.016,42.8087,0.5748568,0.4251432
16,116.016,54.0325,0.56844081,0.43155919
16,116.016,68.1989,0.56044478,0.43955522
16,116.016,86.0796,0.5505127,0.4494873
16,116.016,108.648,0.53822747,0.46177253
16,116.016,137.134,0.52311188,0.47688812
16,116.016,173.089,0.50463777,0.49536223
16,116.016,218.47,0.48224857,0.51775143
16,116.016,275.749,0.45540187,0.54459813
16,116.016,348.047,0.42363959,0.57636041
17,156.152,0,1,0
17,156.152,0.05,0.98046177,0.019538229
17,156.152,0.0636046,0.97531223,0.024687771
17,156.152,0.0809109,0.96886181,0.031138185
17,156.152,0.102926,0.96081573,0.039184271
17,156.152,0.130931,0.95083264,0.049167355
17,156.152,0.166557,0.93853001,0.061469994
17,156.152,0.211875,0.9234991,0.076500902
17,156.152,0.269525,0.90533521,0.094664787
17,156.152,0.34286,0.88368924,0.11631076
17,156.152,0.43615,0.85834671,0.14165329
17,156.152,0.554823,0.82933685,0.17066315
17,156.152,0.705785,0.79706498,0.20293502
17,156.152,0.897823,0.76244377,0.23755623
17,156.152,1.14211,0.72697261,0.27302739
17,156.152,1.45287,0.69268781,0.30731219
17,156.152,1.84819,0.66190104,0.33809896
17,156.152,2.35106,0.63669809,0.36330191
17,156.152,2.99077,0.61830771,0.38169229
17,156.152,3.80453,0.60662945,0.39337055
17,156.152,4.83972,0.60026691,0.39973309
17,156.152,6.15656,0.59716522,0.40283478
17,156.152,7.83171,0.5954781,0.4045219
17,156.152,9.96265,0.59407094,0.40592906
17,156.152,12.6734,0.59244519,0.40755481
17,156.152,16.1217,0.59040455,0.40959545
17,156.152,20.5083,0.58782032,0.41217968
17,156.152,26.0885,0.58454933,0.41545067
17,156.152,33.1869,0.58041463,0.41958537
17,156.152,42.2168,0.57519714,0.42480286
17,156.152,53.7037,0.56862774,0.43137226
17,156.152,68.316,0.56037918,0.43962082
17,156.152,86.9042,0.55005895,0.44994105
17,156.152,110.55,0.53720488,0.46279512
17,156.152,140.63,0.52128649,0.47871351
17,156.152,178.894,0.50171667,0.49828333
17,156.152,227.57,0.47788015,0.52211985
17,156.152,289.49,0.44918739,0.55081261
17,156.152,368.257,0.41516352,0.58483648
17,156.152,468.457,0.37558047,0.62441953
18,210.175,0,1,0
18,210.175,0.05,0.98046177,0.019538229
18,210.175,0.0641038,0.97512458,0.024875418
18,210.175,0.082186,0.96839093,0.031609073
18,210.175,0.105369,0.9599338,0.040066197
18,210.175,0.135091,0.94937356,0.05062644
18,210.175,0.173197,0.93628491,0.063715088
18,210.175,0.222052,0.92021639,0.079783614
18,210.175,0.284687,0.90072901,0.099270988
18,210.175,0.364991,0.87746225,0.12253775
18,210.175,0.467946,0.85023417,0.14976583
18,210.175,0.599943,0.81917731,0.18082269
18,210.175,0.769173,0.78489715,0.21510285
18,210.175,0.986139,0.74861431,0.25138569
18,210.175,1.26431,0.71221607,0.28778393
18,210.175,1.62094,0.67811362,0.32188638
18,210.175,2.07816,0.64881828,0.35118172
18,210.175,2.66437,0.62626089,0.37373911
18,210.175,3.41592,0.61109239,0.38890761
18,210.175,4.37947,0.60239084,0.39760916
18,210.175,5.61482,0.59809793,0.40190207
18,210.175,7.19863,0.59599537,0.40400463
18,210.175,9.2292,0.59452721,0.40547279
18,210.175,11.8325,0.59294522,0.40705478
18,210.175,15.1702,0.59096666,0.40903334
18,210.175,19.4494,0.58844312,0.41155688
18,210.175,24.9356,0.58522363,0.41477637
18,210.175,31.9694,0.58112175,0.41887825
18,210.175,40.9872,0.57590487,0.42409513
18,210.175,52.5487,0.56928487,0.43071513
18,210.175,67.3715,0.56090873,0.43909127
18,210.175,86.3754,0.55034991,0.44965009
18,210.175,110.74,0.53710296,0.46289704
18,210.175,141.977,0.52058474,0.47941526
18,210.175,182.025,0.50014812,0.49985188
18,210.175,233.37,0.47511609,0.52488391
18,210.175,299.199,0.44484718,0.55515282
18,210.175,383.596,0.40884406,0.59115594
18,210.175,491.799,0.36691505,0.63308495
18,210.175,630.524,0.31938755,0.68061245
19,282.887,0,1,0
19,282.887,0.05,0.98046177,0.019538229
19,282.887,0.064607,0.97493556,0.025064442
19,282.887,0.0834813,0.96791323,0.032086769
19,282.887,0.10787,0.95903317,0.040966828
19,282.887,0.139383,0.94787446,0.052125541
19,282.887,0.180102,0.93396604,0.066033959
19,282.887,0.232717,0.9168116,0.083188397
19,282.887,0.300703,0.89593879,0.10406121
19,282.887,0.38855,0.8709827,0.1290173
19,282.887,0.502061,0.84181166,0.15818834
19,282.887,0.648733,0.80869399,0.19130601
19,282.887,0.838254,0.77248331,0.22751669
19,282.887,1.08314,0.73476268,0.26523732
19,282.887,1.39957,0.69784207,0.30215793
19,282.887,1.80844,0.66447975,0.33552025
19,282.887,2.33676,0.63725576,0.36274424
19,282.887,3.01942,0.61772292,0.38227708
19,282.887,3.90151,0.60574819,0.39425181
19,282.887,5.0413,0.59956897,0.40043103
19,282.887,6.51406,0.59669724,0.40330276
19,282.887,8.41708,0.59505937,0.40494063
19,282.887,10.8761,0.59351729,0.40648271
19,282.887,14.0534,0.59162726,0.40837274
19,282.887,18.1589,0.58920297,0.41079703
19,282.887,23.4639,0.58608555,0.41391445
19,282.887,30.3186,0.58208182,0.41791818
19,282.887,39.1759,0.57694892,0.42305108
19,282.887,50.6208,0.57038347,0.42961653
19,282.887,65.4091,0.5620105,0.4379895
19,282.887,84.5177,0.55137321,0.44862679
19,282.887,109.209,0.53792594,0.46207406
19,282.887,141.113,0.5210347,0.4789653
19,282.887,182.338,0.49999189,0.50000811
19,282.887,235.606,0.47405517,0.52594483
19,282.887,304.436,0.44252359,0.55747641
19,282.887,393.374,0.40486589,0.59513411
19,282.887,508.294,0.36091254,0.63908746
19,282.887,656.787,0.31110878,0.68889122
19,282.887,848.661,0.25679262,0.74320738
20,380.755,0,1,0
20,380.755,0.05,0.98046177,0.019538229
20,380.755,0.0651141,0.97474515,0.025254855
20,380.755,0.084797,0.96742864,0.032571361
20,380.755,0.11043,0.95811349,0.041886508
20,380.755,0.143811,0.94633445,0.05366555
20,380.755,0.187282,0.93157162,0.068428385
20,380.755,0.243894,0.91328197,0.086718026
20,380.755,0.317619,0.89096154,0.10903846
20,380.755,0.413629,0.86425027,0.13574973
20,380.755,0.538662,0.83308823,0.16691177
20,380.755,0.70149,0.79791756,0.20208244
20,380.755,0.913539,0.75989309,0.24010691
20,380.755,1.18969,0.72101344,0.27898656
20,380.755,1.54931,0.68402927,0.31597073
20,380.755,2.01763,0.65197853,0.34802147
20,380.755,2.62753,0.62732826,0.37267174
20,380.755,3.42178,0.61101208,0.38898792
20,380.755,4.45613,0.60197515,0.39802485
20,380.755,5.80314,0.59773542,0.40226458
20,380.755,7.55733,0.5956916,0.4043084
20,380.755,9.84177,0.59414517,0.40585483
20,380.755,12.8168,0.5923601,0.4076399
20,380.755,16.6911,0.59006851,0.40993149
20,380.755,21.7365,0.58709884,0.41290116
20,380.755,28.307,0.58325393,0.41674607
20,380.755,36.8637,0.57828448,0.42171552
20,380.755,48.007,0.57187628,0.42812372
20,380.755,62.5186,0.56363733,0.43636267
20,380.755,81.4169,0.55308557,0.44691443
20,380.755,106.028,0.53963977,0.46036023
20,380.755,138.078,0.52261835,0.47738165
20,380.755,179.817,0.50125395,0.49874605
20,380.755,234.172,0.47473532,0.52526468
20,380.755,304.958,0.44229243,0.55770757
20,380.755,397.142,0.40334317,0.59665683
20,380.755,517.191,0.35771576,0.64228424
20,380.755,673.529,0.30594367,0.69405633
20,380.755,877.125,0.2495864,0.7504136
20,380.755,1142.26,0.1914575,0.8085425
21,512.481,0,1,0
21,512.481,0.05,0.98046177,0.019538229
21,512.481,0.0656252,0.97455334,0.025446664
21,512.481,0.0861334,0.96693706,0.033062939
21,512.481,0.11305,0.95717442,0.042825583
21,512.481,0.148379,0.94475264,0.055247363
21,512.481,0.194748,0.92909986,0.070900136
21,512.481,0.255608,0.90962484,0.090375165
21,512.481,0.335487,0.88579475,0.11420525
21,512.481,0.440328,0.85726601,0.14273399
21,512.481,0.577932,0.8240763,0.1759237
21,512.481,0.758538,0.78688524,0.21311476
21,512.481,0.995585,0.74720585,0.25279415
21,512.481,1.30671,0.70750023,0.29249977
21,512.481,1.71506,0.67095287,0.32904713
21,512.481,2.25103,0.64076735,0.35923265
21,512.481,2.95448,0.61907219,0.38092781
21,512.481,3.87777,0.60595661,0.39404339
21,512.481,5.08959,0.59941822,0.40058178
21,512.481,6.68011,0.59650755,0.40349245
21,512.481,8.76767,0.59482466,0.40517534
21,512.481,11.5076,0.59313903,0.40686097
21,512.481,15.1038,0.59100593,0.40899407
21,512.481,19.8238,0.58822285,0.41177715
21,512.481,26.0188,0.58459006,0.41540994
21,512.481,34.1498,0.57985604,0.42014396
21,512.481,44.8218,0.57370074,0.42629926
21,512.481,58.8287,0.56572093,0.43427907
21,512.481,77.213,0.5554156,0.4445844
21,512.481,101.342,0.54217415,0.45782585
21,512.481,133.012,0.52527258,0.47472742
21,512.481,174.579,0.50388617,0.49611383
21,512.481,229.136,0.47713221,0.52286779
21,512.481,300.742,0.44416122,0.55583878
21,512.481,394.725,0.4043191,0.5956809
21,512.481,518.079,0.35739837,0.64260163
21,512.481,679.98,0.30397615,0.69602385
21,512.481,892.477,0.24578382,0.75421618
21,512.481,1171.38,0.1859633,0.8140367
21,512.481,1537.44,0.12895814,0.87104186
22,689.779,0,1,0
22,689.779,0.05,0.98046177,0.019538229
22,689.779,0.0661403,0.97436012,0.02563988
22,689.779,0.0874909,0.96643841,0.033561594
22,689.779,0.115733,0.9562156,0.043784404
22,689.779,0.153093,0.94312812,0.056871885
22,689.779,0.202512,0.92654903,0.073450966
22,689.779,0.267885,0.90583766,0.094162343
22,689.779,0.35436,0.88043643,0.11956357
22,689.779,0.468749,0.85003257,0.14996743
22,689.779,0.620065,0.81479191,0.18520809
22,689.779,0.820226,0.77564096,0.22435904
22,689.779,1.085,0.73451006,0.26548994
22,689.779,1.43525,0.69436227,0.30563773
22,689.779,1.89855,0.65877611,0.34122389
22,689.779,2.51142,0.63095632,0.36904368
22,689.779,3.32212,0.61244057,0.38755943
22,689.779,4.39452,0.60230699,0.39769301
22,689.779,5.8131,0.59771752,0.40228248
22,689.779,7.68961,0.59558695,0.40441305
22,689.779,10.1719,0.59394311,0.40605689
22,689.779,13.4554,0.5919814,0.4080186
22,689.779,17.7989,0.58941515,0.41058485
22,689.779,23.5445,0.58603831,0.41396169
22,689.779,31.1448,0.58160111,0.41839889
22,689.779,41.1986,0.57578313,0.42421687
22,689.779,54.4977,0.56817639,0.43182361
22,689.779,72.09,0.55826831,0.44173169
22,689.779,95.3611,0.54542678,0.45457322
22,689.779,126.144,0.5288926,0.4711074
22,689.779,166.864,0.50778858,0.49221142
22,689.779,220.729,0.48116019,0.51883981
22,689.779,291.982,0.44806904,0.55193096
22,689.779,386.236,0.40776602,0.59223398
22,689.779,510.916,0.35996758,0.64003242
22,689.779,675.843,0.30523655,0.69476345
22,689.779,894.009,0.24540763,0.75459237
22,689.779,1182.6,0.18388832,0.81611168
22,689.779,1564.35,0.12553408,0.87446592
22,689.779,2069.34,0.075761787,0.92423821
23,928.415,0,1,0
23,928.415,0.05,0.98046177,0.019538229
23,928.415,0.0666595,0.97416549,0.025834512
23,928.415,0.0888697,0.96593258,0.034067416
23,928.415,0.11848,0.95523668,0.044763323
23,928.415,0.157957,0.94145998,0.058540022
23,928.415,0.210586,0.92391739,0.076082607
23,928.415,0.280751,0.90191807,0.098081931
23,928.415,0.374295,0.87488519,0.12511481
23,928.415,0.499006,0.84255431,0.15744569
23,928.415,0.665269,0.80525504,0.19474496
23,928.415,0.88693,0.76423547,0.23576453
23,928.415,1.18245,0.72190222,0.27809778
23,928.415,1.57642,0.68174006,0.31825994
23,928.415,2.10167,0.64764104,0.35235896
23,928.415,2.80193,0.62259837,0.37740163
23,928.415,3.7355,0.60730736,0.39269264
23,928.415,4.98013,0.59976861,0.40023139
23,928.415,6.63946,0.59655261,0.40344739
23,928.415,8.85166,0.5947697,0.4052303
23,928.415,11.8009,0.59296405,0.40703595
23,928.415,15.7329,0.59063419,0.40936581
23,928.415,20.9749,0.58754611,0.41245389
23,928.415,27.9636,0.58345428,0.41654572
23,928.415,37.2807,0.57804339,0.42195661
23,928.415,49.7023,0.57090761,0.42909239
23,928.415,66.2626,0.56153107,0.43846893
23,928.415,88.3405,0.54926944,0.45073056
23,928.415,117.775,0.53333778,0.46666222
23,928.415,157.016,0.51281423,0.48718577
23,928.415,209.332,0.48667548,0.51332452
23,928.415,279.079,0.4538879,0.5461121
23,928.415,372.066,0.41358535,0.58641465
23,928.415,496.034,0.36536448,0.63463552
23,928.415,661.308,0.30970554,0.69029446
23,928.415,881.649,0.24845982,0.75154018
23,928.415,1175.4,0.18521642,0.81478358
23,928.415,1567.04,0.12519748,0.87480252
23,928.415,2089.16,0.074274802,0.9257252
23,928.415,2785.24,0.037028431,0.96297157
24,1249.61,0,1,0
24,1249.61,0.05,0.98046177,0.019538229
24,1249.61,0.0671827,0.97396943,0.026030569
24,1249.61,0.0902703,0.9654195,0.034580497
24,1249.61,0.121292,0.9542373,0.045762698
24,1249.61,0.162975,0.93974731,0.060252686
24,1249.61,0.218982,0.92120324,0.078796765
24,1249.61,0.294236,0.89786388,0.10213612
24,1249.61,0.395351,0.86914035,0.13085965
24,1249.61,0.531215,0.83483752,0.16516248
24,1249.61,0.713769,0.79548979,0.20451021
24,1249.61,0.959059,0.75272625,0.24727375
24,1249.61,1.28864,0.70948514,0.29051486
24,1249.61,1.73149,0.66977014,0.33022986
24,1249.61,2.32652,0.6376595,0.3623405
24,1249.61,3.12604,0.61568373,0.38431627
24,1249.61,4.20032,0.60348139,0.39651861
24,1249.61,5.64378,0.59803905,0.40196095
24,1249.61,7.58329,0.59567079,0.40432921
24,1249.61,10.1893,0.59393248,0.40606752
24,1249.61,13.6909,0.59184188,0.40815812
24,1249.61,18.3959,0.58906339,0.41093661
24,1249.61,24.7177,0.58535118,0.41464882
24,1249.61,33.212,0.58040007,0.41959993
24,1249.61,44.6255,0.57381336,0.42618664
24,1249.61,59.9612,0.56508065,0.43491935
24,1249.61,80.5671,0.55355579,0.44644421
24,1249.61,108.254,0.53843959,0.46156041
24,1249.61,145.456,0.51877655,0.48122345
24,1249.61,195.443,0.49348209,0.50651791
24,1249.61,262.608,0.46142601,0.53857399
24,1249.61,352.854,0.42160776,0.57839224
24,1249.61,474.114,0.37346174,0.62653826
24,1249.61,637.045,0.3173116,0.6826884
24,1249.61,855.969,0.25492285,0.74507715
24,1249.61,1150.13,0.18995814,0.81004186
24,1249.61,1545.37,0.12793958,0.87206042
24,1249.61,2076.44,0.07522508,0.92477492
24,1249.61,2790.02,0.036851844,0.96314816
24,1249.61,3748.83,0.014127203,0.9858728
25,1681.92,0,1,0
25,1681.92,0.05,0.98046177,0.019538229
25,1681.92,0.06771,0.97377194,0.026228062
25,1681.92,0.091693,0.96489907,0.035100931
25,1681.92,0.124171,0.95321711,0.04678289
25,1681.92,0.168152,0.93798921,0.062010789
25,1681.92,0.227712,0.91840489,0.08159511
25,1681.92,0.308367,0.89367312,0.10632688
25,1681.92,0.417592,0.86320198,0.13679802
25,1681.92,0.565503,0.82689057,0.17310943
25,1681.92,0.765804,0.78552459,0.21447541
25,1681.92,1.03705,0.74117722,0.25882278
25,1681.92,1.40438,0.69736583,0.30263417
25,1681.92,1.90181,0.65857924,0.34142076
25,1681.92,2.57543,0.62890507,0.37109493
25,1681.92,3.48765,0.61014006,0.38985994
25,1681.92,4.72298,0.60072834,0.39927166
25,1681.92,6.39587,0.5968421,0.4031579
25,1681.92,8.66129,0.59489493,0.40510507
25,1681.92,11.7291,0.59300686,0.40699314
25,1681.92,15.8836,0.59054518,0.40945482
25,1681.92,21.5096,0.58723206,0.41276794
25,1681.92,29.1283,0.58277511,0.41722489
25,1681.92,39.4456,0.57679337,0.42320663
25,1681.92,53.4172,0.56879065,0.43120935
25,1681.92,72.3376,0.55813006,0.44186994
25,1681.92,97.9597,0.54401127,0.45598873
25,1681.92,132.657,0.5254592,0.4745408
25,1681.92,179.644,0.50134038,0.49865962
25,1681.92,243.275,0.47043372,0.52956628
25,1681.92,329.443,0.43159472,0.56840528
25,1681.92,446.132,0.38405974,0.61594026
25,1681.92,604.152,0.3279227,0.6720773
25,1681.92,818.143,0.26475023,0.73524977
25,1681.92,1107.93,0.19814516,0.80185484
25,1681.92,1500.36,0.13382998,0.86617002
25,1681.92,2031.79,0.078660533,0.92133947
25,1681.92,2751.45,0.038301167,0.96169883
25,1681.92,3726.02,0.014453182,0.98554682
25,1681.92,5045.77,0.0038618899,0.99613811
26,2263.8,0,1,0
26,2263.8,0.05,0.98046177,0.019538229
26,2263.8,0.0682415,0.973573,0.026427
26,2263.8,0.0931381,0.96437119,0.035628811
26,2263.8,0.127118,0.95217574,0.047824262
26,2263.8,0.173494,0.93618475,0.063815246
26,2263.8,0.23679,0.91552073,0.084479271
26,2263.8,0.323178,0.88934406,0.11065594
26,2263.8,0.441083,0.85707101,0.14292899
26,2263.8,0.602004,0.81872405,0.18127595
26,2263.8,0.821634,0.77539234,0.22460766
26,2263.8,1.12139,0.72965812,0.27034188
26,2263.8,1.53051,0.6856527,0.3143473
26,2263.8,2.08888,0.64827811,0.35172189
26,2263.8,2.85097,0.62140711,0.37859289
26,2263.8,3.89109,0.60583909,0.39416091
26,2263.8,5.31068,0.59879746,0.40120254
26,2263.8,7.24818,0.5959514,0.4040486
26,2263.8,9.89254,0.59411396,0.40588604
26,2263.8,13.5016,0.59195401,0.40804599
26,2263.8,18.4274,0.58904479,0.41095521
26,2263.8,25.1503,0.58509798,0.41490202
26,2263.8,34.3259,0.57975391,0.42024609
26,2263.8,46.8491,0.57253884,0.42746116
26,2263.8,63.941,0.56283618,0.43716382
26,2263.8,87.2687,0.5498585,0.4501415
26,2263.8,119.107,0.53262772,0.46737228
26,2263.8,162.561,0.50997866,0.49002134
26,2263.8,221.868,0.48061271,0.51938729
26,2263.8,302.812,0.44324276,0.55675724
26,2263.8,413.287,0.39688342,0.60311658
26,2263.8,564.067,0.34133449,0.65866551
26,2263.8,769.855,0.277848,0.722152
26,2263.8,1050.72,0.20981109,0.79018891
26,2263.8,1434.06,0.14300394,0.85699606
26,2263.8,1957.25,0.084748197,0.9152518
26,2263.8,2671.31,0.041497034,0.95850297
26,2263.8,3645.88,0.01565903,0.98434097
26,2263.8,4976.01,0.0041409252,0.99585907
26,2263.8,6791.41,0.00067403006,0.99932597
27,3046.99,0,1,0
27,3046.99,0.05,0.98046177,0.019538229
27,3046.99,0.0687772,0.97337261,0.026627393
27,3046.99,0.094606,0.96383577,0.036164231
27,3046.99,0.130135,0.95111282,0.04888718
27,3046.99,0.179006,0.93433303,0.065666971
27,3046.99,0.24623,0.91254917,0.087450827
27,3046.99,0.3387,0.88487521,0.11512479
27,3046.99,0.465897,0.8507493,0.1492507
27,3046.99,0.640861,0.81035096,0.18964904
27,3046.99,0.881533,0.76513038,0.23486962
27,3046.99,1.21259,0.7182437,0.2817563
27,3046.99,1.66797,0.67445226,0.32554774
27,3046.99,2.29436,0.63895539,0.36104461
27,3046.99,3.15599,0.61514789,0.38485211
27,3046.99,4.3412,0.60260928,0.39739072
27,3046.99,5.97151,0.59744793,0.40255207
27,3046.99,8.21407,0.59520007,0.40479993
27,3046.99,11.2988,0.59326383,0.40673617
27,3046.99,15.542,0.59074696,0.40925304
27,3046.99,21.3787,0.58730893,0.41269107
27,3046.99,29.4073,0.58261252,0.41738748
27,3046.99,40.451,0.57621371,0.42378629
27,3046.99,55.6422,0.56752653,0.43247347
27,3046.99,76.5382,0.55579052,0.44420948
27,3046.99,105.282,0.54004262,0.45995738
27,3046.99,144.819,0.51910712,0.48089288
27,3046.99,199.205,0.49162897,0.50837103
27,3046.99,274.016,0.45619214,0.54380786
27,3046.99,376.92,0.41158244,0.58841756
27,3046.99,518.47,0.35725844,0.64274156
27,3046.99,713.178,0.29405047,0.70594953
27,3046.99,981.008,0.22495989,0.77504011
27,3046.99,1349.42,0.15563466,0.84436534
27,3046.99,1856.18,0.093760746,0.90623925
27,3046.99,2553.26,0.046696492,0.95330351
27,3046.99,3512.12,0.01790015,0.98209985
27,3046.99,4831.07,0.0047867693,0.99521323
27,3046.99,6645.35,0.00078003087,0.99921997
27,3046.99,9140.97,6.431007e-05,0.99993569
28,4101.13,0,1,0
28,4101.13,0.05,0.98046177,0.019538229
28,4101.13,0.069317,0.97317075,0.02682925
28,4101.13,0.096097,0.96329271,0.036707286
28,4101.13,0.133223,0.95002799,0.049972013
28,4101.13,0.184693,0.93243313,0.067566873
28,4101.13,0.256047,0.9094887,0.090511299
28,4101.13,0.354968,0.88026543,0.11973457
28,4101.13,0.492106,0.84423974,0.15576026
28,4101.13,0.682227,0.80178683,0.19821317
28,4101.13,0.945799,0.7547805,0.2452195
28,4101.13,1.3112,0.70701251,0.29298749
28,4101.13,1.81777,0.66386546,0.33613454
28,4101.13,2.52004,0.63067228,0.36932772
28,4101.13,3.49364,0.6100635,0.3899365
28,4101.13,4.84337,0.60025317,0.39974683
28,4101.13,6.71456,0.59647,0.40353
28,4101.13,9.30867,0.59447697,0.40552303
28,4101.13,12.905,0.59230775,0.40769225
28,4101.13,17.8907,0.58936104,0.41063896
28,4101.13,24.8026,0.58530147,0.41469853
28,4101.13,34.3848,0.57971976,0.42028024
28,4101.13,47.6691,0.57206954,0.42793046
28,4101.13,66.0856,0.56163044,0.43836956
28,4101.13,91.6171,0.54747266,0.45252734
28,4101.13,127.013,0.52843359,0.47156641
28,4101.13,176.083,0.50312924,0.49687076
28,4101.13,244.11,0.4700407,0.5299593
28,4101.13,338.42,0.42773747,0.57226253
28,4101.13,469.165,0.37531448,0.62468552
28,4101.13,650.423,0.31309505,0.68690495
28,4101.13,901.707,0.24352564,0.75647436
28,4101.13,1250.07,0.17189027,0.82810973
28,4101.13,1733.03,0.10604914,0.89395086
28,4101.13,2402.57,0.054291318,0.94570868
28,4101.13,3330.77,0.021459264,0.97854074
28,4101.13,4617.59,0.0059259705,0.99407403
28,4101.13,6401.54,0.00099539575,0.9990046
