# coupling_ramp_v7 — ONE matched (mutual-interaction) three-population
#   community observed at FIVE increasing interaction-strength settings.
# 'level' is a neutral 0..4 index = how far the strength knob was turned up
#   (the strength magnitudes themselves are NOT in the file).
# columns: level, tau (the community's own clock — a lag for the two-point
#   columns, an elapsed time for the winding columns), C (normalized
#   turnover-plane autocorr), chi (integrated response), Cxy / Cyx (the two
#   directed cross-correlations), phiMean / phiVar (mean & variance of the
#   cumulative net turnover angle). Each level has its OWN settling window.
# All columns dimensionless (angle in radians). Five operating points.
# Generated by the community's own exact linear propagator + sim — not via conform.
level,tau,C,chi,Cxy,Cyx,phiMean,phiVar
2,29.941176,0.002257,2.684162,0.002257,0.002257,-0.151224,318.340822
2,30.276471,0.002111,2.684569,0.002111,0.002111,-0.173795,318.639367
2,30.611765,0.001974,2.684949,0.001974,0.001974,-0.186116,320.099566
2,30.947059,0.001846,2.685305,0.001846,0.001846,-0.214488,323.595999
2,31.282353,0.001726,2.685638,0.001726,0.001726,-0.161412,325.462698
2,31.617647,0.001614,2.685949,0.001614,0.001614,-0.143004,326.971758
2,31.952941,0.001510,2.686240,0.001510,0.001510,-0.165436,328.788572
2,32.288235,0.001412,2.686512,0.001412,0.001412,-0.109854,328.237433
2,32.623529,0.001320,2.686766,0.001320,0.001320,-0.096499,330.000123
2,32.958824,0.001234,2.687004,0.001234,0.001234,-0.090538,331.584586
2,33.294118,0.001154,2.687227,0.001154,0.001154,-0.103173,332.132284
2,33.629412,0.001080,2.687435,0.001080,0.001080,-0.078246,335.381234
2,33.964706,0.001009,2.687630,0.001009,0.001009,-0.123003,336.885743
2,34.300000,0.000944,2.687811,0.000944,0.000944,-0.104327,338.692443
2,34.635294,0.000883,2.687982,0.000883,0.000883,-0.124039,337.531826
2,34.970588,0.000826,2.688141,0.000826,0.000826,-0.169703,340.077842
2,35.305882,0.000772,2.688290,0.000772,0.000772,-0.187219,341.586752
2,35.641176,0.000722,2.688429,0.000722,0.000722,-0.173035,343.120114
2,35.976471,0.000675,2.688559,0.000675,0.000675,-0.241552,343.075905
2,36.311765,0.000631,2.688680,0.000631,0.000631,-0.346501,347.503474
2,36.647059,0.000590,2.688794,0.000590,0.000590,-0.383608,348.918476
2,36.982353,0.000552,2.688901,0.000552,0.000552,-0.397346,350.489809
2,37.317647,0.000516,2.689000,0.000516,0.000516,-0.452777,353.544248
2,37.652941,0.000483,2.689093,0.000483,0.000483,-0.533767,354.841234
2,37.988235,0.000451,2.689180,0.000451,0.000451,-0.555224,357.728476
2,38.323529,0.000422,2.689262,0.000422,0.000422,-0.561131,357.613340
2,38.658824,0.000395,2.689338,0.000395,0.000395,-0.505577,359.960557
2,38.994118,0.000369,2.689409,0.000369,0.000369,-0.456151,372.334390
2,39.329412,0.000345,2.689475,0.000345,0.000345,-0.393973,375.309628
2,39.664706,0.000323,2.689538,0.000323,0.000323,-0.362507,382.680858
2,40.000000,0.000302,2.689596,0.000302,0.000302,-0.408694,385.630398
3,0.200000,0.965382,0.000000,0.896996,0.896996,0.044027,1.267978
3,0.870588,0.880355,0.464708,0.861229,0.861229,0.054248,3.484952
3,1.541176,0.816987,0.803112,0.811638,0.811638,-0.012232,6.405400
3,2.211765,0.762244,1.092671,0.760748,0.760748,-0.058693,9.107602
3,2.882353,0.712315,1.355928,0.711897,0.711897,-0.046477,13.313105
3,3.552941,0.665977,1.600007,0.665860,0.665860,-0.049450,15.559082
3,4.223529,0.622744,1.827666,0.622711,0.622711,0.082625,26.805984
3,4.894118,0.582342,2.040395,0.582333,0.582333,0.026066,29.999901
3,5.564706,0.544569,2.239280,0.544566,0.544566,0.043084,32.363802
3,6.235294,0.509247,2.425253,0.509246,0.509246,0.110675,35.737736
3,6.905882,0.476217,2.599159,0.476217,0.476217,0.131031,39.624401
3,7.576471,0.445330,2.761786,0.445330,0.445330,0.079706,47.189784
3,8.247059,0.416446,2.913864,0.416446,0.416446,0.110822,50.553668
3,8.917647,0.389435,3.056078,0.389435,0.389435,0.140581,56.387297
3,9.588235,0.364176,3.189069,0.364176,0.364176,0.208305,58.003055
3,10.258824,0.340556,3.313433,0.340556,0.340556,0.248634,61.074647
3,10.929412,0.318468,3.429731,0.318468,0.318468,0.279050,64.766310
3,11.600000,0.297812,3.538487,0.297812,0.297812,0.286155,68.552129
3,12.270588,0.278496,3.640188,0.278496,0.278496,0.369758,72.503137
3,12.941176,0.260433,3.735293,0.260433,0.260433,0.368812,74.890921
3,13.611765,0.243541,3.824230,0.243541,0.243541,0.518771,79.709800
3,14.282353,0.227745,3.907398,0.227745,0.227745,0.559165,82.644272
3,14.952941,0.212974,3.985172,0.212974,0.212974,0.503315,85.189025
3,15.623529,0.199160,4.057901,0.199160,0.199160,0.523948,90.461401
3,16.294118,0.186243,4.125913,0.186243,0.186243,0.547954,92.338266
3,16.964706,0.174163,4.189514,0.174163,0.174163,0.598121,94.959032
3,17.635294,0.162867,4.248990,0.162867,0.162867,0.657687,98.733404
3,18.305882,0.152303,4.304608,0.152303,0.152303,0.650547,102.581878
3,18.976471,0.142425,4.356619,0.142425,0.142425,0.703071,106.166163
3,19.647059,0.133187,4.405257,0.133187,0.133187,0.695598,109.493083
3,20.317647,0.124549,4.450739,0.124549,0.124549,0.709332,112.157136
3,20.988235,0.116471,4.493272,0.116471,0.116471,0.706433,113.805579
3,21.658824,0.108916,4.533046,0.108916,0.108916,0.638127,116.574578
3,22.329412,0.101852,4.570241,0.101852,0.101852,0.590997,121.530587
3,23.000000,0.095246,4.605023,0.095246,0.095246,0.534434,125.305540
3,23.670588,0.089068,4.637549,0.089068,0.089068,0.550008,130.783529
3,24.341176,0.083291,4.667965,0.083291,0.083291,0.434685,134.214122
3,25.011765,0.077889,4.696409,0.077889,0.077889,0.485753,138.093685
3,25.682353,0.072837,4.723008,0.072837,0.072837,0.544256,139.589297
3,26.352941,0.068113,4.747881,0.068113,0.068113,0.584655,142.741776
3,27.023529,0.063695,4.771141,0.063695,0.063695,0.631895,145.095780
3,27.694118,0.059564,4.792893,0.059564,0.059564,0.703996,150.751671
3,28.364706,0.055701,4.813234,0.055701,0.055701,0.521803,178.284656
3,29.035294,0.052088,4.832255,0.052088,0.052088,0.623402,187.623094
3,29.705882,0.048709,4.850043,0.048709,0.048709,0.565366,190.573020
3,30.376471,0.045550,4.866677,0.045550,0.045550,0.600763,192.116032
3,31.047059,0.042596,4.882232,0.042596,0.042596,0.628801,193.775997
3,31.717647,0.039833,4.896779,0.039833,0.039833,0.602215,198.304915
3,32.388235,0.037249,4.910381,0.037249,0.037249,0.607244,194.906942
3,33.058824,0.034834,4.923102,0.034834,0.034834,0.672487,199.974689
3,33.729412,0.032574,4.934997,0.032574,0.032574,0.657147,204.076364
3,34.400000,0.030461,4.946121,0.030461,0.030461,0.676822,207.064109
3,35.070588,0.028486,4.956524,0.028486,0.028486,0.637738,209.892304
3,35.741176,0.026638,4.966252,0.026638,0.026638,0.507935,212.985861
3,36.411765,0.024910,4.975348,0.024910,0.024910,0.539614,215.162892
3,37.082353,0.023295,4.983855,0.023295,0.023295,0.545448,220.691314
3,37.752941,0.021784,4.991810,0.021784,0.021784,0.542359,221.571521
3,38.423529,0.020371,4.999249,0.020371,0.020371,0.511831,227.683717
3,39.094118,0.019050,5.006206,0.019050,0.019050,0.483514,238.126139
3,39.764706,0.017814,5.012711,0.017814,0.017814,0.545921,245.221360
3,40.435294,0.016659,5.018795,0.016659,0.016659,0.610958,247.129858
3,41.105882,0.015578,5.024483,0.015578,0.015578,0.554413,251.880229
3,41.776471,0.014568,5.029803,0.014568,0.014568,0.594657,256.289040
3,42.447059,0.013623,5.034778,0.013623,0.013623,0.579381,260.852308
3,43.117647,0.012739,5.039430,0.012739,0.012739,0.586404,266.783463
3,43.788235,0.011913,5.043781,0.011913,0.011913,0.629693,271.752309
3,44.458824,0.011140,5.047849,0.011140,0.011140,0.610132,275.083230
3,45.129412,0.010418,5.051653,0.010418,0.010418,0.650223,278.525774
3,45.800000,0.009742,5.055211,0.009742,0.009742,0.590655,279.202011
3,46.470588,0.009110,5.058538,0.009110,0.009110,0.578480,284.413146
3,47.141176,0.008519,5.061649,0.008519,0.008519,0.599833,288.228435
3,47.811765,0.007967,5.064558,0.007967,0.007967,0.626895,293.161035
3,48.482353,0.007450,5.067279,0.007450,0.007450,0.676430,298.510011
3,49.152941,0.006967,5.069823,0.006967,0.006967,0.637688,299.806593
3,49.823529,0.006515,5.072202,0.006515,0.006515,0.670957,302.603715
3,50.494118,0.006092,5.074427,0.006092,0.006092,0.700608,305.418051
3,51.164706,0.005697,5.076508,0.005697,0.005697,0.707675,310.984210
3,51.835294,0.005328,5.078453,0.005328,0.005328,0.626300,315.376986
3,52.505882,0.004982,5.080273,0.004982,0.004982,0.618693,323.082668
3,53.176471,0.004659,5.081974,0.004659,0.004659,0.550170,326.077895
3,53.847059,0.004357,5.083565,0.004357,0.004357,0.626711,330.987950
3,54.517647,0.004074,5.085053,0.004074,0.004074,0.698748,333.941451
3,55.188235,0.003810,5.086444,0.003810,0.003810,0.794305,336.072782
3,55.858824,0.003563,5.087746,0.003563,0.003563,0.764335,339.909852
3,56.529412,0.003332,5.088962,0.003332,0.003332,0.703455,346.097507
3,57.200000,0.003116,5.090100,0.003116,0.003116,0.732338,348.001103
3,57.870588,0.002914,5.091164,0.002914,0.002914,0.772222,353.360739
3,58.541176,0.002725,5.092159,0.002725,0.002725,0.632738,363.913620
3,59.211765,0.002548,5.093090,0.002548,0.002548,0.650059,370.129585
3,59.882353,0.002383,5.093960,0.002383,0.002383,0.631622,374.642700
3,60.552941,0.002228,5.094773,0.002228,0.002228,0.670856,377.953308
3,61.223529,0.002084,5.095534,0.002084,0.002084,0.685617,383.159749
3,61.894118,0.001948,5.096246,0.001948,0.001948,0.631807,382.659624
3,62.564706,0.001822,5.096911,0.001822,0.001822,0.584392,388.696594
3,63.235294,0.001704,5.097533,0.001704,0.001704,0.658690,392.241739
3,63.905882,0.001593,5.098115,0.001593,0.001593,0.630906,397.330729
3,64.576471,0.001490,5.098659,0.001490,0.001490,0.628994,397.933263
3,65.247059,0.001393,5.099168,0.001393,0.001393,0.668636,397.902827
3,65.917647,0.001303,5.099644,0.001303,0.001303,0.648212,398.467384
3,66.588235,0.001219,5.100089,0.001219,0.001219,0.697670,404.336331
3,67.258824,0.001139,5.100505,0.001139,0.001139,0.663750,407.242924
3,67.929412,0.001066,5.100894,0.001066,0.001066,0.610413,409.618301
3,68.600000,0.000996,5.101258,0.000996,0.000996,0.700670,412.921755
3,69.270588,0.000932,5.101599,0.000932,0.000932,0.733332,414.784513
3,69.941176,0.000871,5.101917,0.000871,0.000871,0.676324,418.576702
3,70.611765,0.000815,5.102214,0.000815,0.000815,0.671755,422.462923
3,71.282353,0.000762,5.102493,0.000762,0.000762,0.733639,426.866368
3,71.952941,0.000713,5.102753,0.000713,0.000713,0.768738,429.789419
3,72.623529,0.000666,5.102996,0.000666,0.000666,0.808864,431.303554
3,73.294118,0.000623,5.103224,0.000623,0.000623,0.832152,436.978981
3,73.964706,0.000583,5.103437,0.000583,0.000583,0.900699,438.317539
3,74.635294,0.000545,5.103636,0.000545,0.000545,0.973507,447.674318
3,75.305882,0.000510,5.103822,0.000510,0.000510,1.023796,449.995436
3,75.976471,0.000477,5.103996,0.000477,0.000477,1.085803,455.295638
3,76.647059,0.000446,5.104158,0.000446,0.000446,0.991459,459.398687
3,77.317647,0.000417,5.104311,0.000417,0.000417,1.010521,458.931445
3,77.988235,0.000390,5.104453,0.000390,0.000390,1.036779,470.613649
3,78.658824,0.000364,5.104586,0.000364,0.000364,1.029469,471.958825
3,79.329412,0.000341,5.104711,0.000341,0.000341,1.042662,472.253850
3,80.000000,0.000319,5.104827,0.000319,0.000319,1.021623,506.426870
4,0.400000,0.967154,0.000000,0.944234,0.944234,-0.057558,3.300411
4,1.741176,0.894546,0.800937,0.892869,0.892869,-0.082356,8.139765
4,3.082353,0.835803,1.407745,0.835681,0.835681,-0.119722,12.247988
4,4.423529,0.781540,1.964795,0.781531,0.781531,0.037478,16.184245
4,5.764706,0.730846,2.484954,0.730845,0.730845,0.061663,20.548726
4,7.105882,0.683443,2.971321,0.683443,0.683443,0.107354,24.085121
4,8.447059,0.639115,3.426138,0.639115,0.639115,0.149808,28.198006
4,9.788235,0.597662,3.851455,0.597662,0.597662,0.180023,31.620731
4,11.129412,0.558898,4.249186,0.558898,0.558898,0.259692,35.248476
4,12.470588,0.522648,4.621120,0.522648,0.522648,0.271257,39.170291
4,13.811765,0.488749,4.968931,0.488749,0.488749,0.264884,46.731739
4,15.152941,0.457049,5.294183,0.457049,0.457049,0.266319,50.215172
4,16.494118,0.427405,5.598339,0.427405,0.427405,0.356140,54.579056
4,17.835294,0.399683,5.882767,0.399683,0.399683,0.414134,59.631846
4,19.176471,0.373760,6.148748,0.373760,0.373760,0.345917,68.222209
4,20.517647,0.349518,6.397477,0.349518,0.349518,0.400774,73.281874
4,21.858824,0.326848,6.630073,0.326848,0.326848,0.445555,77.248360
4,23.200000,0.305649,6.847584,0.305649,0.305649,0.407079,83.048352
4,24.541176,0.285825,7.050987,0.285825,0.285825,0.313042,85.744311
4,25.882353,0.267286,7.241197,0.267286,0.267286,0.212770,90.738690
4,27.223529,0.249950,7.419070,0.249950,0.249950,0.288904,95.389424
4,28.564706,0.233738,7.585406,0.233738,0.233738,0.264275,99.587332
4,29.905882,0.218578,7.740954,0.218578,0.218578,0.280985,103.940834
4,31.247059,0.204401,7.886413,0.204401,0.204401,0.284773,107.576417
4,32.588235,0.191144,8.022437,0.191144,0.191144,0.334844,128.401734
4,33.929412,0.178746,8.149639,0.178746,0.178746,0.288739,133.554957
4,35.270588,0.167153,8.268591,0.167153,0.167153,0.251757,148.465714
4,36.611765,0.156311,8.379827,0.156311,0.156311,0.297900,152.917507
4,37.952941,0.146173,8.483849,0.146173,0.146173,0.373006,156.627770
4,39.294118,0.136692,8.581124,0.136692,0.136692,0.340846,162.201839
4,40.635294,0.127826,8.672089,0.127826,0.127826,0.315706,168.687241
4,41.976471,0.119536,8.757155,0.119536,0.119536,0.330197,176.014498
4,43.317647,0.111783,8.836703,0.111783,0.111783,0.324521,177.005853
4,44.658824,0.104532,8.911092,0.104532,0.104532,0.392280,179.827273
4,46.000000,0.097752,8.980656,0.097752,0.097752,0.518266,191.490866
4,47.341176,0.091412,9.045708,0.091412,0.091412,0.475766,191.120986
4,48.682353,0.085483,9.106541,0.085483,0.085483,0.388142,193.769721
4,50.023529,0.079939,9.163428,0.079939,0.079939,0.240139,206.723160
4,51.364706,0.074754,9.216626,0.074754,0.074754,0.272953,209.878282
4,52.705882,0.069905,9.266373,0.069905,0.069905,0.164609,217.319195
4,54.047059,0.065371,9.312893,0.065371,0.065371,0.217415,223.730243
4,55.388235,0.061131,9.356397,0.061131,0.061131,0.270321,227.290480
4,56.729412,0.057166,9.397078,0.057166,0.057166,0.223535,231.539196
4,58.070588,0.053459,9.435121,0.053459,0.053459,0.176374,235.631468
4,59.411765,0.049991,9.470697,0.049991,0.049991,0.189240,255.045406
4,60.752941,0.046749,9.503965,0.046749,0.046749,0.125582,260.422458
4,62.094118,0.043717,9.535075,0.043717,0.043717,0.085040,267.340279
4,63.435294,0.040881,9.564168,0.040881,0.040881,0.106182,270.903926
4,64.776471,0.038230,9.591373,0.038230,0.038230,0.009321,273.723226
4,66.117647,0.035750,9.616814,0.035750,0.035750,0.050160,275.577527
4,67.458824,0.033431,9.640605,0.033431,0.033431,0.074191,281.761172
4,68.800000,0.031263,9.662853,0.031263,0.031263,0.028694,286.398415
4,70.141176,0.029235,9.683658,0.029235,0.029235,-0.071900,309.719743
4,71.482353,0.027339,9.703114,0.027339,0.027339,-0.125542,316.979326
4,72.823529,0.025566,9.721307,0.025566,0.025566,-0.192583,325.891853
4,74.164706,0.023908,9.738321,0.023908,0.023908,-0.216472,328.595161
4,75.505882,0.022357,9.754231,0.022357,0.022357,-0.229247,335.605973
4,76.847059,0.020907,9.769109,0.020907,0.020907,-0.251794,339.376194
4,78.188235,0.019551,9.783022,0.019551,0.019551,-0.246560,343.866392
4,79.529412,0.018283,9.796033,0.018283,0.018283,-0.262843,346.678688
4,80.870588,0.017097,9.808200,0.017097,0.017097,-0.313385,346.144718
4,82.211765,0.015988,9.819578,0.015988,0.015988,-0.371419,353.292381
4,83.552941,0.014951,9.830217,0.014951,0.014951,-0.447998,363.326107
4,84.894118,0.013981,9.840167,0.013981,0.013981,-0.464283,367.425923
4,86.235294,0.013075,9.849471,0.013075,0.013075,-0.369175,371.983904
4,87.576471,0.012227,9.858172,0.012227,0.012227,-0.344989,374.400094
4,88.917647,0.011434,9.866309,0.011434,0.011434,-0.294658,385.340807
4,90.258824,0.010692,9.873918,0.010692,0.010692,-0.351482,394.686875
4,91.600000,0.009999,9.881033,0.009999,0.009999,-0.298945,402.629904
4,92.941176,0.009350,9.887687,0.009350,0.009350,-0.298282,407.261063
4,94.282353,0.008744,9.893909,0.008744,0.008744,-0.343540,413.848988
4,95.623529,0.008176,9.899728,0.008176,0.008176,-0.337599,415.819920
4,96.964706,0.007646,9.905169,0.007646,0.007646,-0.378105,420.117632
4,98.305882,0.007150,9.910257,0.007150,0.007150,-0.373717,423.214520
4,99.647059,0.006686,9.915016,0.006686,0.006686,-0.384792,427.648819
4,100.988235,0.006253,9.919465,0.006253,0.006253,-0.412746,432.839500
4,102.329412,0.005847,9.923626,0.005847,0.005847,-0.392258,438.365170
4,103.670588,0.005468,9.927518,0.005468,0.005468,-0.353750,438.832320
4,105.011765,0.005113,9.931156,0.005113,0.005113,-0.362676,447.265707
4,106.352941,0.004782,9.934559,0.004782,0.004782,-0.362918,452.792033
4,107.694118,0.004472,9.937741,0.004472,0.004472,-0.352481,456.392212
4,109.035294,0.004182,9.940717,0.004182,0.004182,-0.364758,459.904274
4,110.376471,0.003910,9.943500,0.003910,0.003910,-0.425459,462.054674
4,111.717647,0.003657,9.946102,0.003657,0.003657,-0.431327,466.504279
4,113.058824,0.003420,9.948535,0.003420,0.003420,-0.519776,472.096817
4,114.400000,0.003198,9.950811,0.003198,0.003198,-0.498042,483.608685
4,115.741176,0.002990,9.952939,0.002990,0.002990,-0.489649,485.156894
4,117.082353,0.002796,9.954929,0.002796,0.002796,-0.540849,493.556313
4,118.423529,0.002615,9.956790,0.002615,0.002615,-0.450124,497.745098
4,119.764706,0.002445,9.958530,0.002445,0.002445,-0.575161,500.446324
4,121.105882,0.002287,9.960157,0.002287,0.002287,-0.642402,510.021518
4,122.447059,0.002138,9.961679,0.002138,0.002138,-0.721848,515.809095
4,123.788235,0.002000,9.963102,0.002000,0.002000,-0.776266,526.975035
4,125.129412,0.001870,9.964433,0.001870,0.001870,-0.780372,535.731792
4,126.470588,0.001749,9.965678,0.001749,0.001749,-0.754318,536.771384
4,127.811765,0.001635,9.966841,0.001635,0.001635,-0.748935,548.445913
4,129.152941,0.001529,9.967930,0.001529,0.001529,-0.746603,553.663271
4,130.494118,0.001430,9.968947,0.001430,0.001430,-0.761959,553.139472
4,131.835294,0.001337,9.969899,0.001337,0.001337,-0.745595,555.456100
4,133.176471,0.001251,9.970789,0.001251,0.001251,-0.825431,560.573407
4,134.517647,0.001169,9.971621,0.001169,0.001169,-0.785009,559.891048
4,135.858824,0.001094,9.972399,0.001094,0.001094,-0.695060,568.194309
4,137.200000,0.001023,9.973127,0.001023,0.001023,-0.663680,574.801973
4,138.541176,0.000956,9.973808,0.000956,0.000956,-0.689829,581.208924
4,139.882353,0.000894,9.974444,0.000894,0.000894,-0.695003,584.587480
4,141.223529,0.000836,9.975039,0.000836,0.000836,-0.778035,588.965871
4,142.564706,0.000782,9.975596,0.000782,0.000782,-0.840712,595.863692
4,143.905882,0.000731,9.976116,0.000731,0.000731,-0.907985,603.687572
4,145.247059,0.000684,9.976603,0.000684,0.000684,-0.808553,628.850959
4,146.588235,0.000640,9.977058,0.000640,0.000640,-0.790241,636.284757
4,147.929412,0.000598,9.977484,0.000598,0.000598,-0.818795,641.186335
4,149.270588,0.000559,9.977882,0.000559,0.000559,-0.784405,642.697006
4,150.611765,0.000523,9.978254,0.000523,0.000523,-1.035431,712.937217
4,151.952941,0.000489,9.978602,0.000489,0.000489,-1.125502,723.904436
4,153.294118,0.000457,9.978928,0.000457,0.000457,-1.025587,730.688009
4,154.635294,0.000428,9.979232,0.000428,0.000428,-0.989203,732.829342
4,155.976471,0.000400,9.979517,0.000400,0.000400,-1.025299,742.757069
4,157.317647,0.000374,9.979783,0.000374,0.000374,-1.022731,748.265904
4,158.658824,0.000350,9.980032,0.000350,0.000350,-1.001870,778.977374
4,160.000000,0.000327,9.980264,0.000327,0.000327,-0.975013,790.213206
